0.985799 1 0.982313 1
0.98226 1 0.982416 1
0.986613 1 0.982082 1
0.982131 1 0.981937 1
0.977761 1 0.982117 1
0.985187 1 0.981837 1
0.98401 1 0.978044 1
0.984753 1 0.981991 1
0.977082 1 0.982917 1
0.980326 1 0.983712 1
0.979479 1 0.982849 1
0.976552 1 0.980927 1
0.984571 1 0.980373 1
0.98613 1 0.980724 1
0.9769 1 0.982547 1
0.97874 1 0.984204 1
0.975799 1 0.981756 1
0.98026 1 0.98189 1
0.977921 1 0.979679 1
0.981018 1 0.982346 1
0.986732 1 0.981342 1
0.974839 1 0.981693 1
0.976155 1 0.982899 1
0.974329 1 0.978229 1
0.979647 1 0.983469 1
0.982793 1 0.982955 1
0.982805 1 0.981075 1
0.980869 1 0.978399 1
0.982165 1 0.983199 1
0.981178 1 0.982243 1
0.982389 1 0.981206 1
0.976374 1 0.981587 1
0.974329 0.990614
