3 5
3 5
1 0.904039 0.997817 1
1 0.890308 0.994927 1
1 0.890475 0.999009 1
1 0.899954 0.997278 1
1 0.891452 0.979475 1
1 0.891593 0.994732 1
1 0.888315 0.994154 1
1 0.879703 0.986783 1
1 0.896606 0.988618 1
1 0.896236 0.999559 1
1 0.897114 0.980321 1
1 0.886945 1 1
1 0.897397 0.992339 1
1 0.891384 0.993289 1
1 0.890631 0.989564 1
1 0.893195 1 1
1 0.903726 0.999692 1
1 0.888168 0.991177 1
1 0.889502 1 1
1 0.885768 0.979166 1
1 0.897879 0.998408 1
1 0.881893 0.988701 1
1 0.892993 0.998647 1
1 0.904837 0.994948 1
1 0.881883 0.983615 1
1 0.887148 0.98266 1
1 0.889072 1 1
1 0.895547 0.992271 1
1 0.88402 0.9919 1
1 0.90388 0.999999 1
1 0.890845 0.994785 1
1 0.885922 0.999971 1
0.879703 0.971346
