3
3
1 0.904213 0.997772 1
1 0.89042 0.994869 1
1 0.890565 0.998981 1
1 0.900112 0.997236 1
1 0.891525 0.979362 1
1 0.891713 0.994674 1
1 0.888477 0.994092 1
1 0.879776 0.986693 1
1 0.896723 0.988534 1
1 0.896356 0.999537 1
1 0.897247 0.980211 1
1 0.887102 1 1
1 0.897484 0.992262 1
1 0.89149 0.993231 1
1 0.890797 0.989476 1
1 0.893328 1 1
1 0.903817 0.999675 1
1 0.888279 0.991099 1
1 0.889577 1 1
1 0.885908 0.979055 1
1 0.897993 0.998374 1
1 0.882006 0.988626 1
1 0.893125 0.998617 1
1 0.904989 0.994878 1
1 0.881975 0.983517 1
1 0.887274 0.982554 1
1 0.8892 1 1
1 0.895698 0.992196 1
1 0.884137 0.991829 1
1 0.904057 0.999998 1
1 0.890961 0.994724 1
1 0.886 0.999973 1
0.879776 0.971362
