1 0.914748 0.988704 1
1 0.899588 0.987184 1
1 0.900138 0.989628 1
1 0.910267 0.99157 1
1 0.901079 0.965475 1
1 0.901609 0.987023 1
1 0.898977 0.985523 1
1 0.889435 0.97623 1
1 0.907799 0.979036 1
1 0.9067 0.990021 1
1 0.907117 0.967679 1
1 0.896627 0.990444 1
1 0.908305 0.983132 1
1 0.900603 0.98593 1
1 0.901138 0.975413 1
1 0.903179 0.991596 1
1 0.915237 0.993268 1
1 0.897563 0.979686 1
1 0.89991 0.982795 1
1 0.896205 0.967317 1
1 0.907449 0.99157 1
1 0.891364 0.979085 1
1 0.904313 0.993682 1
1 0.916653 0.975933 1
1 0.891399 0.973084 1
1 0.897901 0.96945 1
1 0.899894 0.98793 1
1 0.905102 0.97599 1
1 0.893589 0.983452 1
1 0.915822 0.995287 1
1 0.900918 0.984446 1
1 0.895989 0.996794 1
0.889435 0.971414
