0.875604 1 1 0.988017
0.878483 1 1 0.993351
0.890734 1 1 0.990149
0.883906 1 1 0.997374
0.886091 1 1 0.995777
0.882698 1 1 0.989762
0.872951 1 1 0.989411
0.875949 1 1 0.991607
0.879793 1 1 0.997515
0.87939 1 1 0.988742
0.895897 1 1 0.990542
0.884626 1 1 0.99032
0.894668 1 1 0.995055
0.888256 1 1 0.988226
0.874734 1 1 0.994812
0.878739 1 1 0.989423
0.879714 1 1 0.994598
0.876176 1 1 0.991976
0.880936 1 1 0.991929
0.89708 1 1 0.990008
0.882044 1 1 0.988184
0.883524 1 1 0.987723
0.876963 1 1 0.986893
0.874951 1 1 0.992561
0.886817 1 1 0.993195
0.888661 1 1 0.989139
0.896051 1 1 0.99748
0.883106 1 1 0.99313
0.884989 1 1 0.995296
0.877455 1 1 0.989889
0.882572 1 1 0.994318
0.887755 1 1 0.991809
0.872951 0.968746
