0 0.483295 -0.560289 -0.146097 0.552475 0.950419 0.0261535 -0.102089 -0.664771 -0.192015 0.825982 0.243695 -0.206723 -0.00543784 -0.58063 -0.343419 0.47015 0.477991 -0.362296 0.53547 0.138034 -0.625545 0.291188 -0.214882 0.663979 0.453139 0.898362 0.483184 -0.467604 0.766294 -0.807915 -0.668562 0.572642 -0.778725 -0.186889 0.371639 -0.966608 -0.157879 -0.173785 -0.886712 -0.578576
1 0.483295 -0.560289 -0.146097 0.552475 0.950419 0.0261535 -0.102089 -0.664771 -0.192015 0.825982 0.243695 -0.206723 -0.00543784 -0.58063 -0.343419 0.47015 0.477991 -0.362296 0.53547 0.138034 -0.625545 0.291188 -0.214882 0.663979 0.453139 0.898362 0.483184 -0.467604 0.766294 -0.807915 -0.668562 0.572642 -0.778725 -0.186889 0.371639 -0.966608 -0.157879 -0.173785 -0.886712 -0.578576
2 0.483295 -0.560289 -0.146097 0.552475 0.950419 0.0261535 -0.102089 -0.664771 -0.192015 0.825982 0.243695 -0.206723 -0.00543784 -0.58063 -0.343419 0.47015 0.477991 -0.362296 0.53547 0.138034 -0.625545 0.291188 -0.214882 0.663979 0.453139 0.898362 0.483184 -0.467604 0.766294 -0.807915 -0.668562 0.572642 -0.778725 -0.186889 0.371639 -0.966608 -0.157879 -0.173785 -0.886712 -0.578576
3 0.129247 -0.519643 -0.0427482 0.75311 0.561467 0.768984 0.380239 -0.85775 -0.814463 0.417085 0.34934 0.0739064 0.223947 0.437115 -0.0165513 0.262628 -0.943923 0.471147 -0.276964 -0.765457 -0.43363 -0.537398 -0.477634 0.319165 -0.84028 -0.452257 0.855408 0.26805 0.50903 -0.674626 -0.327269 0.494614 0.293915 -0.857787 0.907436 -0.278971 0.331626 0.486741 0.0449123 -0.306493
4 0.483295 -0.560289 -0.146097 0.552475 0.950419 0.0261535 -0.102089 -0.664771 -0.192015 0.825982 0.243695 -0.206723 -0.00543784 -0.58063 -0.343419 0.47015 0.477991 -0.362296 0.53547 0.138034 -0.625545 0.291188 -0.214882 0.663979 0.453139 0.898362 0.483184 -0.467604 0.766294 -0.807915 -0.668562 0.572642 -0.778725 -0.186889 0.371639 -0.966608 -0.157879 -0.173785 -0.886712 -0.578576
5 0.483295 -0.560289 -0.146097 0.552475 0.950419 0.0261535 -0.102089 -0.664771 -0.192015 0.825982 0.243695 -0.206723 -0.00543784 -0.58063 -0.343419 0.47015 0.477991 -0.362296 0.53547 0.138034 -0.625545 0.291188 -0.214882 0.663979 0.453139 0.898362 0.483184 -0.467604 0.766294 -0.807915 -0.668562 0.572642 -0.778725 -0.186889 0.371639 -0.966608 -0.157879 -0.173785 -0.886712 -0.578576
6 0.483295 -0.560289 -0.146097 0.552475 0.950419 0.0261535 -0.102089 -0.664771 -0.192015 0.825982 0.243695 -0.206723 -0.00543784 -0.58063 -0.343419 0.47015 0.477991 -0.362296 0.53547 0.138034 -0.625545 0.291188 -0.214882 0.663979 0.453139 0.898362 0.483184 -0.467604 0.766294 -0.807915 -0.668562 0.572642 -0.778725 -0.186889 0.371639 -0.966608 -0.157879 -0.173785 -0.886712 -0.578576
7 -0.813731 -0.866187 -0.549332 0.240021 -0.489078 0.414404 0.615459 0.577466 -0.751926 -0.564392 0.863354 0.762086 0.494077 0.875564 0.264879 -0.0861962 -0.743221 -0.255966 -0.238162 -0.112991 -0.686756 -0.298492 0.377237 -0.581017 1 -0.366056 0.450964 0.416624 0.984209 0.222299 -0.347846 -0.247929 -0.0662686 0.352712 -0.05399 0.587135 0.759669 -0.403677 0.432905 -0.812381
8 0.480701 -0.559443 -0.148897 0.548887 0.952036 0.026808 -0.103241 -0.671364 -0.195981 0.830852 0.242255 -0.207285 -0.00306803 -0.578179 -0.343511 0.468155 0.478906 -0.363442 0.532963 0.139883 -0.626385 0.289087 -0.210673 0.662628 0.449344 0.896681 0.488013 -0.472037 0.771422 -0.810873 -0.670641 0.570298 -0.779514 -0.186061 0.376185 -0.966413 -0.158651 -0.17779 -0.889612 -0.578441
9 0.478179 -0.562287 -0.156458 0.563682 0.970303 0.0209718 -0.0728231 -0.676227 -0.168113 0.797893 0.253748 -0.212608 -0.0312436 -0.524616 -0.327351 0.480507 0.482949 -0.365367 0.533292 0.104605 -0.639846 0.27898 -0.20666 0.661043 0.437791 0.884038 0.476862 -0.477685 0.742856 -0.845841 -0.666485 0.562596 -0.774814 -0.214994 0.40435 -0.941013 -0.186007 -0.183704 -0.885316 -0.603229
