0.991423 0.994426 1 0.988246
0.990883 0.999971 1 0.985733
0.991244 1 1 0.971064
0.988658 0.999872 1 0.996114
0.99075 1 1 0.978948
0.99346 0.999291 1 0.940991
0.991444 0.0402298 1 0.984217
0.991592 1 1 0.998214
0.990381 0.726037 1 0.998169
0.991727 1 1 0.96326
0.992022 1 1 0.992305
0.986928 1 1 0.998207
0.991273 1 1 0.97617
0.993121 1 1 0.950927
0.9909 1 1 0.974985
0.991535 1 1 0.949639
0.992626 0.857666 1 0.979674
0.992821 1 1 0.985276
0.98934 1 1 0.957654
0.986669 1 1 0.974037
0.992195 1 1 0.989832
0.988631 0.905982 1 0.989877
0.98604 0.992836 1 0.947035
0.990697 1 1 0.995725
0.985333 1 1 0.979882
0.988475 0.990895 1 0.987486
0.989062 1 1 0.96786
0.989935 1 1 0.950462
0.991862 1 1 0.963595
0.993955 0.230938 1 0.964766
0.986349 0.988132 1 0.974697
0.991271 1 1 0.981411
0.0402298 0.97387
