0.991491 0.99139 1 0.98798
0.990945 0.999844 1 0.985422
0.991315 1 1 0.970655
0.988745 0.999618 1 0.995977
0.990817 1 1 0.978572
0.993513 0.998481 1 0.940642
0.991512 0.0279153 1 0.983934
0.991647 1 1 0.99813
0.990449 0.69872 1 0.998076
0.991791 1 1 0.962936
0.992075 1 1 0.992104
0.987048 1 1 0.998079
0.991352 1 1 0.9759
0.993175 0.999993 1 0.950471
0.990972 1 1 0.974705
0.991594 1 1 0.94929
0.992684 0.836911 1 0.979318
0.992884 1 1 0.985071
0.989424 0.999943 1 0.957218
0.986809 1 1 0.973608
0.992249 1 1 0.989673
0.98872 0.887812 1 0.989646
0.986174 0.989619 1 0.946685
0.990758 1 1 0.99557
0.985463 1 1 0.979649
0.988574 0.986259 1 0.98721
0.989142 1 1 0.967527
0.990016 1 1 0.950111
0.991938 1 1 0.963297
0.993996 0.202616 1 0.964321
0.986476 0.983209 1 0.974272
0.991341 1 1 0.981188
0.0279153 0.972849
