1 1 0.999145 0.964863
0.98582 1 0.999177 0.965663
1 1 0.999111 0.966572
1 1 0.999138 0.965632
1 1 0.999166 0.964859
1 1 0.999144 0.965066
1 1 0.999108 0.966323
1 1 0.999133 0.966671
1 1 0.999108 0.965597
1 1 0.999154 0.965118
1 1 0.999105 0.965096
1 1 0.999107 0.966664
1 1 0.999231 0.964682
1 1 0.999167 0.966123
1 1 0.999117 0.965704
1 1 0.999223 0.964871
1 1 0.999125 0.96555
1 1 0.999229 0.965609
1 1 0.999183 0.965385
0.99558 1 0.999153 0.965004
1 1 0.999184 0.96586
1 1 0.999209 0.966571
1 1 0.999163 0.967256
1 1 0.999113 0.965975
1 1 0.99915 0.965103
1 1 0.999151 0.96603
1 1 0.999266 0.966489
1 1 0.999237 0.965577
1 1 0.999249 0.965406
0.995869 1 0.999149 0.964546
1 1 0.999127 0.965212
1 1 0.999132 0.966172
0.964546 0.991029
