1 1 0.999269 0.965028
0.986228 1 0.9993 0.965824
1 1 0.999235 0.966726
1 1 0.999261 0.965789
1 1 0.999288 0.965029
1 1 0.999269 0.965234
1 1 0.999231 0.966481
1 1 0.999259 0.966825
1 1 0.999234 0.965761
1 1 0.999278 0.965284
1 1 0.999231 0.965264
1 1 0.999232 0.966817
1 1 0.999353 0.964849
1 1 0.99929 0.966283
1 1 0.999243 0.965864
1 1 0.999344 0.965034
1 1 0.999249 0.965707
1 1 0.99935 0.965766
1 1 0.999304 0.965545
0.995621 1 0.999275 0.965169
1 1 0.999306 0.966024
1 1 0.999332 0.966724
1 1 0.999287 0.967406
1 1 0.999238 0.966131
1 1 0.999273 0.965266
1 1 0.999273 0.966186
1 1 0.999386 0.966645
1 1 0.999358 0.965743
1 1 0.999371 0.965569
0.995734 1 0.999271 0.964717
1 1 0.999252 0.965376
1 1 0.999257 0.966332
0.964717 0.991102
