1 0.992735 0.984562 0.968569
0.99066 0.998266 0.975435 0.971366
0.995281 0.997685 0.982569 0.967804
0.992362 0.98615 0.978251 0.965625
0.996829 0.999578 0.988347 0.968817
0.995838 0.997594 0.987436 0.970252
0.980904 0.999512 0.97952 0.970455
1 0.999801 0.975421 0.967315
1 0.989608 0.984152 0.967687
1 0.999762 0.984595 0.970209
1 0.991561 0.978797 0.970545
0.956803 0.993641 0.98822 0.966167
1 0.997327 0.968904 0.966343
0.989095 0.991725 0.985356 0.968971
1 0.99777 0.982745 0.966255
1 0.999063 0.973421 0.970236
0.984603 0.996083 0.98136 0.965322
1 0.998075 0.981469 0.968796
1 0.994517 0.979413 0.969001
1 0.980886 0.989586 0.965202
0.98452 0.996955 0.98345 0.973145
0.995778 0.997716 0.991567 0.971687
1 0.990886 0.975396 0.966459
0.99067 0.998936 0.978002 0.968412
0.988322 0.990613 0.977012 0.963822
0.984995 0.995043 0.989045 0.969437
0.99312 0.984997 0.978768 0.968771
0.988243 0.995181 0.977711 0.967985
1 0.995991 0.979112 0.966339
0.995117 0.997408 0.977157 0.968148
1 0.99863 0.986883 0.972544
1 0.994673 0.982344 0.961902
0.956803 0.984618
